0.134354,0.056264,0.134489
0.133044,0.055906,0.133181
0.131712,0.055551,0.131852
0.130364,0.055207,0.130505
0.129002,0.05486,0.129145
0.127633,0.054517,0.127777
0.126256,0.054182,0.126401
0.124878,0.053859,0.125023
0.1235,0.053532,0.123645
0.122125,0.053218,0.122269
0.120752,0.052894,0.120897
0.11939,0.052583,0.119534
0.118036,0.052278,0.118179
0.116689,0.051965,0.116831
0.115356,0.051661,0.115497
0.114038,0.051361,0.114177
0.112732,0.051063,0.112869
0.111444,0.050778,0.11158
0.110173,0.050496,0.110307
0.108914,0.050211,0.109047
0.10768,0.049939,0.107811
0.106452,0.04965,0.10658
0.105245,0.049378,0.105373
0.104064,0.049101,0.104186
0.102907,0.048858,0.10303
0.101756,0.048592,0.101878
0.100619,0.048319,0.100737
0.099511,0.048073,0.09963
0.098418,0.047817,0.098535
0.09735,0.04757,0.097464
0.096296,0.047323,0.096408
0.095248,0.047063,0.095358
0.094238,0.046835,0.094348
0.093234,0.046591,0.093341
0.092262,0.046364,0.092368
0.091284,0.046116,0.091388
0.090338,0.045887,0.090441
0.089421,0.04567,0.089521
0.088496,0.045431,0.088594
0.087602,0.045211,0.087699
0.086712,0.04498,0.086807
0.085839,0.044725,0.085921
0.085004,0.04455,0.085095
0.084157,0.044316,0.084244
0.083354,0.044123,0.083442
0.082544,0.043908,0.08263
0.081763,0.043711,0.081849
0.080986,0.043503,0.08107
0.080225,0.043301,0.080308
0.079476,0.043099,0.079558
-0.147954,-0.137966,-0.14795
-0.147827,-0.138414,-0.147821
-0.147663,-0.138863,-0.147656
-0.147466,-0.139281,-0.14746
-0.147231,-0.13974,-0.147221
-0.146956,-0.140185,-0.146945
-0.146646,-0.140622,-0.146633
-0.146294,-0.141034,-0.146282
-0.1459,-0.14147,-0.145885
-0.14547,-0.141873,-0.145454
-0.144989,-0.142263,-0.144979
-0.144474,-0.14269,-0.144454
-0.143903,-0.143071,-0.143889
-0.1433,-0.143469,-0.143279
-0.142653,-0.143843,-0.142629
-0.141954,-0.144213,-0.141928
-0.141212,-0.144564,-0.141186
-0.140419,-0.14491,-0.140393
-0.139584,-0.145223,-0.139567
-0.138709,-0.145552,-0.138684
-0.137794,-0.14586,-0.137764
-0.136825,-0.146149,-0.136795
-0.135807,-0.146419,-0.135783
-0.134758,-0.146683,-0.134727
-0.133668,-0.146924,-0.133634
-0.132534,-0.147146,-0.132498
-0.131352,-0.147347,-0.13132
-0.130141,-0.14753,-0.130107
-0.128891,-0.147691,-0.128855
-0.127604,-0.14783,-0.127567
-0.126272,-0.147944,-0.126243
-0.12492,-0.148035,-0.12489
-0.123549,-0.1481,-0.123511
-0.122129,-0.148138,-0.122097
-0.120708,-0.148148,-0.120666
-0.11926,-0.148128,-0.119212
-0.117769,-0.148077,-0.117726
-0.116231,-0.147997,-0.116206
-0.114754,-0.147881,-0.114708
-0.113191,-0.147734,-0.113159
-0.111653,-0.147549,-0.111617
-0.110114,-0.147328,-0.11007
-0.108532,-0.147072,-0.108495
-0.106941,-0.146778,-0.106912
-0.10539,-0.146442,-0.105351
-0.103838,-0.146065,-0.10379
-0.102251,-0.145649,-0.102207
-0.100677,-0.145191,-0.100633
-0.099082,-0.144691,-0.099044
-0.097536,-0.144146,-0.097494
