0.093484,0.101957
-0.145229,-0.142017
0.094069,0.102421
-0.145028,-0.141797
0.094605,0.102871
-0.144862,-0.141604
0.095155,0.10332
-0.144687,-0.141397
-0.144118,-0.140574
0.097352,0.105416
-0.143913,-0.140362
0.097887,0.105829
-0.143708,-0.140151
-0.143062,-0.139258
-0.142351,-0.138304
-0.141573,-0.137302
-0.140774,-0.136254
0.104997,0.112812
-0.140564,-0.136079
0.105458,0.113091
0.104152,0.111704
-0.141003,-0.136794
-0.140139,-0.135715
-0.139242,-0.134592
-0.138291,-0.133422
-0.137308,-0.132211
0.111225,0.118432
0.109831,0.116987
0.10851,0.11557
0.107187,0.114161
-0.139404,-0.135176
0.107593,0.114408
0.106288,0.113014
0.105006,0.111637
0.1038,0.110295
0.102522,0.108946
-0.141761,-0.138451
-0.140959,-0.137457
-0.140099,-0.136408
0.106266,0.112566
0.105021,0.111206
0.103744,0.109847
-0.141176,-0.137918
0.104155,0.110167
-0.140963,-0.137723
0.104586,0.110486
0.103397,0.109157
-0.141368,-0.138332
0.103758,0.109481
0.102583,0.108164
0.101355,0.106854
0.10017,0.105568
-0.142802,-0.140286
0.100672,0.105975
0.099468,0.104693
-0.14309,-0.140728
0.099989,0.105113
0.098808,0.103865
0.097654,0.10261
0.096467,0.101398
-0.144221,-0.142272
0.097087,0.101879
0.095949,0.100663
-0.144428,-0.142592
0.096467,0.101128
-0.144231,-0.142386
0.097002,0.10161
0.095891,0.100404
0.094794,0.099224
-0.144795,-0.143179
0.095362,0.099727
-0.144617,-0.142978
0.095928,0.100224
0.09482,0.099039
0.093778,0.097892
0.0927,0.096769
0.09166,0.095644
-0.145778,-0.144521
0.092221,0.096182
0.091185,0.095081
0.090137,0.094009
0.089263,0.092965
0.088241,0.091895
-0.146621,-0.145694
0.088902,0.092505
0.087908,0.091455
0.086983,0.090452
-0.146893,-0.146089
0.087577,0.091038
0.086663,0.090053
0.085765,0.089075
0.084855,0.088093
-0.147297,-0.146656
0.085502,0.088727
0.084595,0.087761
0.0837,0.086799
0.082874,0.085897
0.082031,0.084993
-0.1477,-0.147267
-0.147496,-0.146974
